media_type,media_series,creation_category,date,time_start,time_end,duration,media_title,video_type,video_subtype
Video Games,Soulsborne Games,Recording Audio,4/3/2023,4:26:00 PM,4:45:00 PM,19,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Recording Audio,4/3/2023,5:09:00 PM,5:25:00 PM,16,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Editing Audio,4/3/2023,5:28:00 PM,5:43:00 PM,15,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Recording Video,4/4/2023,10:56:00 AM,11:01:00 AM,5,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Editing Audio,4/4/2023,11:02:00 AM,11:18:00 AM,16,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Recording Video,4/4/2023,11:19:00 AM,12:00:00 PM,41,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Recording Video,4/4/2023,12:49:00 PM,1:01:00 PM,12,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Editing Audio,4/4/2023,1:02:00 PM,1:13:00 PM,11,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Recording Video,4/4/2023,1:13:00 PM,1:16:00 PM,3,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Editing Audio,4/4/2023,1:17:00 PM,1:34:00 PM,17,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Recording Video,4/4/2023,1:34:00 PM,1:42:00 PM,8,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Editing Audio,4/4/2023,1:43:00 PM,2:06:00 PM,23,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Recording Video,4/4/2023,2:07:00 PM,2:20:00 PM,13,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Watching and Edits,4/4/2023,2:21:00 PM,2:39:00 PM,18,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Editing Video,4/4/2023,11:35:00 PM,12:10:00 AM,-1405,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Editing Video,4/5/2023,11:32:00 AM,12:05:00 PM,33,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Editing Video,4/6/2023,8:00:00 AM,9:11:00 AM,71,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Watching and Edits,4/6/2023,1:37:00 PM,2:00:00 PM,23,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Editing Video,4/6/2023,2:00:00 PM,2:26:00 PM,26,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Editing Video,4/6/2023,3:12:00 PM,3:22:00 PM,10,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Editing Video,4/7/2023,9:25:00 AM,10:04:00 AM,39,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Editing Video,4/7/2023,4:35:00 PM,5:10:00 PM,35,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Editing Video,4/8/2023,7:45:00 AM,8:17:00 AM,32,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Editing Video,4/10/2023,12:38:00 PM,1:06:00 PM,28,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Watching and Edits,4/10/2023,1:06:00 PM,1:23:00 PM,17,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Subtitles,4/10/2023,1:23:00 PM,1:40:00 PM,17,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Pictures,4/10/2023,2:16:00 PM,3:04:00 PM,48,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Uploading Video,4/10/2023,3:05:00 PM,3:22:00 PM,17,Elden Ring,Review,Ulcerated Tree Spirit
Video Games,Soulsborne Games,Stats,4/11/2023,11:07:00 AM,11:46:00 AM,39,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Stats,4/11/2023,2:23:00 PM,2:54:00 PM,31,Elden Ring,Review,Margit the Fell Omen
Video Games,The Witcher Series,Video Notes,4/11/2023,9:23:00 PM,9:39:00 PM,16,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Video Notes,4/11/2023,9:46:00 PM,10:02:00 PM,16,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Video Notes,4/12/2023,9:54:00 AM,10:11:00 AM,17,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Outline,4/12/2023,1:07:00 PM,1:20:00 PM,13,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Writing Script,4/13/2023,1:59:00 PM,3:02:00 PM,63,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Recording Audio,4/13/2023,3:51:00 PM,4:19:00 PM,28,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Editing Audio,4/13/2023,4:19:00 PM,4:27:00 PM,8,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Recording Video,4/14/2023,9:24:00 AM,9:39:00 AM,15,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Recording Video,4/14/2023,9:47:00 AM,10:05:00 AM,18,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Recording Video,4/14/2023,10:40:00 AM,12:35:00 PM,115,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Editing Video,4/14/2023,3:21:00 PM,4:38:00 PM,77,The Witcher 3,Review,Kaer Morhen
Video Games,Soulsborne Games,Video Notes,4/17/2023,12:03:00 PM,12:25:00 PM,22,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Writing Script,4/17/2023,12:26:00 PM,1:01:00 PM,35,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Writing Script,4/17/2023,2:30:00 PM,3:30:00 PM,60,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Recording Video,4/17/2023,4:00:00 PM,4:15:00 PM,15,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Recording Video,4/18/2023,10:00:00 AM,10:44:00 AM,44,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Recording Video,4/18/2023,10:59:00 AM,12:34:00 PM,95,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Editing Audio,4/18/2023,12:35:00 PM,1:10:00 PM,35,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Editing Video,4/18/2023,9:44:00 PM,10:39:00 PM,55,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Pictures,4/18/2023,10:41:00 PM,10:52:00 PM,11,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Editing Video,4/19/2023,9:30:00 AM,10:58:00 AM,88,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Editing Video,4/19/2023,11:01:00 AM,11:09:00 AM,8,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Editing Video,4/19/2023,11:43:00 AM,11:55:00 AM,12,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Editing Video,4/19/2023,12:07:00 PM,12:58:00 PM,51,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Editing Video,4/19/2023,3:20:00 PM,3:30:00 PM,10,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Pictures,4/19/2023,3:30:00 PM,3:54:00 PM,24,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Editing Video,4/19/2023,3:42:00 PM,3:58:00 PM,16,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Editing Video,4/19/2023,4:22:00 PM,4:34:00 PM,12,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Editing Video,4/20/2023,8:29:00 AM,10:06:00 AM,97,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Editing Video,4/20/2023,10:45:00 AM,11:33:00 AM,48,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Watching and Edits,4/20/2023,11:34:00 AM,12:35:00 PM,61,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Pictures,4/20/2023,12:36:00 PM,1:13:00 PM,37,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Uploading Video,4/20/2023,1:13:00 PM,1:25:00 PM,12,Elden Ring,Review,Margit the Fell Omen
Video Games,Soulsborne Games,Subtitles,4/20/2023,1:25:00 PM,1:37:00 PM,12,Elden Ring,Review,Margit the Fell Omen
Video Games,The Witcher Series,Writing Script,4/24/2023,1:21:00 PM,1:37:00 PM,16,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Writing Script,4/25/2023,9:15:00 PM,9:23:00 PM,8,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Writing Script,4/27/2023,11:32:00 AM,12:07:00 PM,35,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Recording Audio,4/27/2023,12:18:00 PM,12:22:00 PM,4,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Writing Script,4/27/2023,12:23:00 PM,12:27:00 PM,4,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Recording Audio,4/27/2023,12:27:00 PM,12:30:00 PM,3,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Video Notes,4/28/2023,1:10:00 PM,1:20:00 PM,10,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Video Notes,4/28/2023,2:55:00 PM,3:17:00 PM,22,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Writing Script,4/29/2023,12:36:00 PM,12:52:00 PM,16,The Witcher 3,Review,Kaer Morhen
Video Games,Spiderman Series,Video Notes,4/29/2023,12:52:00 PM,1:12:00 PM,20,Marvel's Spiderman,Review,The Main Event
Video Games,Spiderman Series,Writing Script,4/29/2023,1:12:00 PM,1:21:00 PM,9,Marvel's Spiderman,Review,The Main Event
Video Games,Spiderman Series,Recording Audio,4/29/2023,1:22:00 PM,1:47:00 PM,25,Marvel's Spiderman,Review,The Main Event
Video Games,Spiderman Series,Editing Video,4/29/2023,1:47:00 PM,1:54:00 PM,7,Marvel's Spiderman,Review,The Main Event
Video Games,The Witcher Series,Writing Script,4/29/2023,9:01:00 PM,9:30:00 PM,29,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Recording Audio,4/29/2023,11:40:00 PM,11:47:00 PM,7,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Video Notes,5/2/2023,11:03:00 AM,11:39:00 AM,36,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Writing Script,5/2/2023,12:57:00 PM,1:11:00 PM,14,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Recording Audio,5/2/2023,1:12:00 PM,2:44:00 PM,92,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Editing Video,5/2/2023,3:27:00 PM,3:35:00 PM,8,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Recording Video,5/2/2023,3:35:00 PM,3:44:00 PM,9,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Editing Video,5/2/2023,3:44:00 PM,4:04:00 PM,20,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Recording Video,5/2/2023,4:04:00 PM,4:23:00 PM,19,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Editing Video,5/2/2023,11:56:00 PM,12:19:00 AM,-1417,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Editing Video,5/3/2023,10:58:00 AM,11:16:00 AM,18,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Editing Video,5/3/2023,11:28:00 AM,11:38:00 AM,10,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Editing Video,5/3/2023,12:28:00 PM,1:32:00 PM,64,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Editing Video,5/3/2023,2:15:00 PM,3:56:00 PM,101,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Writing Script,5/3/2023,10:08:00 PM,10:19:00 PM,11,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Recording Audio,5/3/2023,10:19:00 PM,10:22:00 PM,3,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Recording Audio,5/4/2023,9:06:00 AM,9:23:00 AM,17,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Editing Video,5/4/2023,9:35:00 AM,9:55:00 AM,20,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Watching and Edits,5/4/2023,9:56:00 AM,11:02:00 AM,66,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Watching and Edits,5/4/2023,11:17:00 AM,11:26:00 AM,9,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Pictures,5/4/2023,11:26:00 AM,12:16:00 PM,50,The Witcher 3,Review,Twisted Firestarter
Video Games,The Witcher Series,Uploading Video,5/4/2023,1:00:00 PM,1:17:00 PM,17,The Witcher 3,Review,Twisted Firestarter
Video Games,Soulsborne Games,Processing Raw Video,5/5/2023,10:29:00 AM,10:39:00 AM,10,Elden Ring,Review,Godrick the Grafted
Video Games,Soulsborne Games,Processing Raw Video,5/5/2023,3:26:00 PM,3:37:00 PM,11,Elden Ring,Review,Godrick the Grafted
Video Games,Soulsborne Games,Processing Raw Video,5/6/2023,10:00:00 PM,10:01:00 PM,1,Elden Ring,Review,Godrick the Grafted
Video Games,Soulsborne Games,Processing Raw Video,5/6/2023,10:26:00 PM,11:03:00 PM,37,Elden Ring,Review,Godrick the Grafted
Video Games,The Witcher Series,Processing Raw Video,5/8/2023,10:43:00 PM,10:50:00 PM,7,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Writing Script,5/8/2023,10:54:00 PM,11:00:00 PM,6,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Video Notes,5/8/2023,11:12:00 PM,11:23:00 PM,11,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Video Notes,5/9/2023,10:06:00 PM,10:33:00 PM,27,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Writing Script,5/9/2023,10:34:00 PM,10:57:00 PM,23,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Recording Audio,5/10/2023,8:18:00 PM,9:16:00 PM,58,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Recording Video,5/10/2023,10:28:00 PM,11:19:00 PM,51,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Editing Video,5/12/2023,10:18:00 AM,10:24:00 AM,6,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Editing Video,5/12/2023,12:01:00 PM,12:30:00 PM,29,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Recording Video,5/12/2023,2:00:00 PM,2:49:00 PM,49,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Editing Video,5/13/2023,8:00:00 PM,9:45:00 PM,105,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Editing Video,5/14/2023,12:30:00 PM,1:22:00 PM,52,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Editing Video,5/14/2023,9:00:00 PM,10:10:00 PM,70,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Editing Video,5/15/2023,1:00:00 PM,1:47:00 PM,47,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Watching and Edits,5/15/2023,1:48:00 PM,3:01:00 PM,73,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Pictures,5/15/2023,3:42:00 PM,4:28:00 PM,46,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Uploading Video,5/15/2023,4:28:00 PM,4:36:00 PM,8,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Pictures,5/16/2023,9:00:00 AM,9:04:00 AM,4,The Witcher 3,Review,Precious Cargo
Video Games,The Witcher Series,Video Notes,5/17/2023,10:40:00 AM,11:23:00 AM,43,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Video Notes,5/17/2023,1:24:00 PM,1:44:00 PM,20,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Writing Script,5/17/2023,2:44:00 PM,3:26:00 PM,42,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Recording Audio,5/17/2023,6:16:00 PM,6:51:00 PM,35,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Writing Script,5/22/2023,1:12:00 PM,1:38:00 PM,26,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Recording Audio,5/22/2023,1:59:00 PM,2:32:00 PM,33,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Writing Script,5/22/2023,2:38:00 PM,2:44:00 PM,6,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Recording Audio,5/22/2023,2:45:00 PM,2:48:00 PM,3,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Writing Script,5/22/2023,2:48:00 PM,2:57:00 PM,9,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Recording Audio,5/22/2023,2:58:00 PM,3:01:00 PM,3,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Writing Script,5/22/2023,3:02:00 PM,3:12:00 PM,10,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Recording Audio,5/22/2023,3:12:00 PM,3:21:00 PM,9,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Writing Script,5/22/2023,3:22:00 PM,3:28:00 PM,6,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Watching and Edits,5/23/2023,10:34:00 AM,10:39:00 AM,5,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Writing Script,5/23/2023,10:40:00 AM,10:52:00 AM,12,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Recording Audio,5/23/2023,10:53:00 AM,11:00:00 AM,7,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Recording Audio,5/23/2023,11:07:00 AM,11:17:00 AM,10,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Writing Scriot,5/23/2023,11:17:00 AM,11:31:00 AM,14,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Recording Audio,5/23/2023,11:31:00 AM,11:34:00 AM,3,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Editing Video,5/23/2023,2:01:00 PM,2:10:00 PM,9,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Editing Video,5/23/2023,2:18:00 PM,2:59:00 PM,41,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Editing Video,5/23/2023,3:03:00 PM,3:12:00 PM,9,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Editing Video,5/23/2023,3:34:00 PM,4:11:00 PM,37,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Watching and Edits,5/24/2023,9:19:00 AM,9:29:00 AM,10,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Editing Video,5/24/2023,9:43:00 AM,11:50:00 AM,127,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Editing Video,5/24/2023,2:55:00 PM,4:08:00 PM,73,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Watching and Edits,5/24/2023,4:11:00 PM,4:23:00 PM,12,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Editing Video,5/24/2023,9:39:00 PM,10:11:00 PM,32,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Editing Video,5/25/2023,9:21:00 AM,9:57:00 AM,36,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Watching and Edits,5/25/2023,9:58:00 AM,10:32:00 AM,34,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Uploading Video,5/25/2023,10:49:00 AM,11:05:00 AM,16,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Pictures,5/25/2023,11:05:00 AM,11:40:00 AM,35,The Witcher 3,Review,Devil By the Well
Video Games,The Witcher Series,Writing Script,5/30/2023,11:42:00 AM,12:06:00 PM,24,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Writing Script,5/30/2023,1:41:00 PM,2:09:00 PM,28,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Recording Audio,5/30/2023,3:02:00 PM,3:29:00 PM,27,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Recording Video,5/31/2023,9:17:00 AM,9:28:00 AM,11,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Recording Video,5/31/2023,9:55:00 AM,10:27:00 AM,32,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Recording Video,5/31/2023,2:47:00 PM,2:58:00 PM,11,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Editing Video,5/31/2023,2:59:00 PM,3:35:00 PM,36,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Editing Video,6/1/2023,9:32:00 AM,10:46:00 AM,74,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Editing Video,6/1/2023,1:20:00 PM,2:26:00 PM,66,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Editing Video,6/1/2023,5:12:00 PM,5:38:00 PM,26,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Editing Video,6/1/2023,6:42:00 PM,7:19:00 PM,37,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Editing Video,6/2/2023,8:24:00 AM,9:36:00 AM,72,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Watching and Edits,6/2/2023,11:02:00 AM,12:02:00 PM,60,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Pictures,6/2/2023,12:25:00 PM,12:50:00 PM,25,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Pictures,6/2/2023,1:43:00 PM,2:10:00 PM,27,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Uploading Video,6/2/2023,2:10:00 PM,2:25:00 PM,15,The Witcher 3,Review,Kaer Morhen
Video Games,The Witcher Series,Processing Raw Video,6/3/2023,9:00:00 PM,9:12:00 PM,12,The Witcher 3,Review,Lilac and Gooseberries
Video Games,The Witcher Series,Video Notes,6/5/2023,2:52:00 PM,3:18:00 PM,26,The Witcher 3,Review,Lilac and Gooseberries
Video Games,The Witcher Series,Video Notes,6/8/2023,9:49:00 AM,10:24:00 AM,35,The Witcher 3,Review,Lilac and Gooseberries
Video Games,The Witcher Series,Writing Script,6/8/2023,10:43:00 AM,11:48:00 AM,65,The Witcher 3,Review,Lilac and Gooseberries
Video Games,The Witcher Series,Recording Audio,6/8/2023,2:00:00 PM,2:10:00 PM,10,The Witcher 3,Review,Lilac and Gooseberries
Video Games,The Witcher Series,Recording Audio,6/8/2023,2:38:00 PM,3:11:00 PM,33,The Witcher 3,Review,Lilac and Gooseberries
Video Games,The Witcher Series,Recording Audio,6/9/2023,10:57:00 AM,11:10:00 AM,13,The Witcher 3,Review,Lilac and Gooseberries
Video Games,The Witcher Series,Writing Script,6/11/2023,5:24:00 PM,5:27:00 PM,3,The Witcher 3,Review,Lilac and Gooseberries
Video Games,The Witcher Series,Recording Audio,6/11/2023,5:27:00 PM,5:33:00 PM,6,The Witcher 3,Review,Lilac and Gooseberries
Video Games,The Witcher Series,Writing Script,6/11/2023,5:33:00 PM,5:53:00 PM,20,The Witcher 3,Review,Lilac and Gooseberries
Video Games,The Witcher Series,Recording Audio,6/11/2023,5:54:00 PM,5:56:00 PM,2,The Witcher 3,Review,Lilac and Gooseberries
Video Games,The Witcher Series,Writing Script,6/11/2023,5:57:00 PM,6:02:00 PM,5,The Witcher 3,Review,Lilac and Gooseberries
Video Games,The Witcher Series,Writing Script,6/12/2023,9:21:00 AM,9:23:00 AM,2,The Witcher 3,Review,Lilac and Gooseberries
